username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ThaynaCm13;2014-03-30 19:59;0;0;"@momozboi1 Say you go diarrhea and you couldn't leave the toilet";;@momozboi1;;"450422200596979713";https://twitter.com/ThaynaCm13/status/450422200596979713
jademshaw;2014-03-30 19:59;0;0;"@Doctor_Hobo @Unclebob311 Del diarrhea";;@Doctor_Hobo @Unclebob311;;"450422075694776320";https://twitter.com/jademshaw/status/450422075694776320
x0_Manii;2014-03-30 19:58;0;0;"Diarrhea ? Duhh because she's shitting on you";;;;"450421945629040640";https://twitter.com/x0_Manii/status/450421945629040640
tMARINA_827;2014-03-30 19:58;0;1;"@iSexstrology biggest lie ever Geminis have diarrhea of the mouth";;@iSexstrology;;"450421880441548800";https://twitter.com/tMARINA_827/status/450421880441548800
brittneynels;2014-03-30 19:58;0;1;"“ @UberFacts : Ketchup was used as a medicine in the 1800s to treat diarrhea .” @LivieBabySwaagg #funfact";;@UberFacts @LivieBabySwaagg;#funfact;"450421858421456897";https://twitter.com/brittneynels/status/450421858421456897
d_vera17;2014-03-30 19:57;0;1;"Taco Bell has never gave me diarrhea . Weak stomachs cant handle the greatness";;;;"450421700878823424";https://twitter.com/d_vera17/status/450421700878823424
MiaLardiere;2014-03-30 19:56;0;0;"I will not let myself graduate college until I can spell diarrhea without Googling it first. #fortitude";;;#fortitude;"450421419089092609";https://twitter.com/MiaLardiere/status/450421419089092609
_Andrew17_;2014-03-30 19:55;0;0;"You think you're hot shit but you're actually cold diarrhea";;;;"450421139039191041";https://twitter.com/_Andrew17_/status/450421139039191041
poopfinatic;2014-03-30 19:53;0;1;"Why am I organizing the lube at work?";;;;"450420536859176960";https://twitter.com/poopfinatic/status/450420536859176960
dschndl;2014-03-30 19:52;0;1;"@jennabeau8 I hope you don't get explosive diarrhea .";;@jennabeau8;;"450420230251368448";https://twitter.com/dschndl/status/450420230251368448
AllieRuffolo;2014-03-30 19:52;0;0;""Is it weird that the smell of food is giving me diarrhea "";;;;"450420206326648833";https://twitter.com/AllieRuffolo/status/450420206326648833
JoelCanfield;2014-03-30 19:51;0;0;"The wife's nauseous, the kid's got a cold and the dog's got diarrhea . End of Spring Break breakdown.";;;;"450420122952687616";https://twitter.com/JoelCanfield/status/450420122952687616
DeanNoLongerInO;2014-03-30 19:51;0;1;"@diarrhea t-_-t";;@diarrhea;;"450420092681986048";https://twitter.com/DeanNoLongerInO/status/450420092681986048
