username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
missy_woodward;2016-03-30 19:57;0;1;"When the stomach bug is going around at your work and you're just lying there waiting to get sick like pic.twitter.com/Oib9V9APhu";;;;"715327004774674434";https://twitter.com/missy_woodward/status/715327004774674434
amandahesser;2016-03-30 19:53;4;15;"Hoping this will be the elixir that defeats my stomach bug : simmered sliced… http:// food52.com/not-recipes/47 330 … #NotRecipes pic.twitter.com/loxAJqthMz";;;#NotRecipes;"715326211346534400";https://twitter.com/amandahesser/status/715326211346534400
Annie_Stanke97;2016-03-30 19:48;0;0;"whatever this is sucks. whether it's food poisoning or stomach flu or a bug . It sucks.";;;;"715324746288734208";https://twitter.com/Annie_Stanke97/status/715324746288734208
slammieleighton;2016-03-30 19:44;0;5;"I got a stomach bug and thought it was salmonella but it was just a bug so now I'm gonna finish my tub of cookie dough tonight !!!!";;;;"715323729425928192";https://twitter.com/slammieleighton/status/715323729425928192
Seej500;2016-03-30 19:37;0;0;"First real exer.cising since I had 2 weeks of flu a month ago then a stomach bug just as I was back to normal. March has sucked.";;;;"715322184252669952";https://twitter.com/Seej500/status/715322184252669952
denco1951;2016-03-30 19:24;0;0;"If you have a stomach bug . Do you go to a Gastro-Entymologist!!";;;;"715318759905361921";https://twitter.com/denco1951/status/715318759905361921
PacelloMarissa;2016-03-30 19:10;0;1;"Anddddd working in a school finally hit me with the stomach bug .";;;;"715315394655952897";https://twitter.com/PacelloMarissa/status/715315394655952897
GeogheganCory;2016-03-30 19:02;0;0;"Poxy stomach bug feel drained even worse miss training tomorrow";;;;"715313263941169153";https://twitter.com/GeogheganCory/status/715313263941169153
SunsNationNBA;2016-03-30 18:48;2;11;"Mirza Teletovic is out for tonight's game w/ an illness, the stomach bug has been around the team lately.";;;;"715309861945413632";https://twitter.com/SunsNationNBA/status/715309861945413632
DadCalledMike;2016-03-30 18:43;0;0;"@AldiUK oh dear, kids ate these and had recent stomach bug ! We didn't guess it was the cheese crackers!";;@AldiUK;;"715308465326055424";https://twitter.com/DadCalledMike/status/715308465326055424
KenzieBeauchamp;2016-03-30 18:35;0;2;"Im a big eater , and due to this stomach bug , I haven't been able to eat anything can't even keep liquids down";;;;"715306508943290368";https://twitter.com/KenzieBeauchamp/status/715306508943290368
D_Orlando4;2016-03-30 18:35;0;0;"Holtby pregame thoughts "shit if Razor plays tonight I better come up with a stomach bug so I dont get another knuckle sandwich" @NHLFlyers";;@NHLFlyers;;"715306439061946368";https://twitter.com/D_Orlando4/status/715306439061946368
jason_sims;2016-03-30 18:31;0;4;"Stomach bug update: Feeling 95% better. I think I will finally be ready to rejoin society in the morning.";;;;"715305494676709376";https://twitter.com/jason_sims/status/715305494676709376
VargasBeautyxo;2016-03-30 18:12;0;0;"I think I caught my Daughters Stomach Bug";;;;"715300588536381440";https://twitter.com/VargasBeautyxo/status/715300588536381440
DHarddd;2016-03-30 18:08;0;0;"@seyonce_ stomach bug like a virus";;@seyonce_;;"715299609908756480";https://twitter.com/DHarddd/status/715299609908756480
MichaelRomero77;2016-03-30 17:44;0;1;"Stomach Bug + 5 Family Members = No Bueno";;;;"715293634799620096";https://twitter.com/MichaelRomero77/status/715293634799620096
