username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
kei_reck;2016-07-30 19:06;0;0;"厚生労働省の発表では年間の食中毒患者数の約半分はノロウイルス（ Norovirus )によるものと言われ、その内約7割は11月〜2月に発生するそうです。ご家庭の抗菌対策はまず手洗いと大銀穣！ http:// item.rakuten.co.jp/kei-reck-shop/ 817234/ …";;;;"759525495243288576";https://twitter.com/kei_reck/status/759525495243288576
phy_papers;2016-07-30 17:15;0;0;"Molecular characterization of norovirus GII.17 detected in healthy adult, intussusception patient, and acute… http:// dlvr.it/LwPfcR";;;;"759497573547651072";https://twitter.com/phy_papers/status/759497573547651072
ShaneHand01;2016-07-30 16:57;0;2;"82% decline amid fear of E coli, salmonella, & norovirus . Tough to tell what's growing on organically produced food http://www. agweek.com/news/business- and-technology/4079215-chipotle-sales-miss-food-freebies-fail-lure-diners …";;;;"759493205817602049";https://twitter.com/ShaneHand01/status/759493205817602049
SentinelNewsNHS;2016-07-30 16:38;0;0;"Norovirus outbreak affects services at Royal Bolton Hospital http://www. manchestereveningnews.co.uk/news/greater-m anchester-news/wards-closed-operations-cancelled-royal-11683328#ICID=sharebar_twitter …";;;#ICID;"759488296951119872";https://twitter.com/SentinelNewsNHS/status/759488296951119872
UTAU_Cacilie;2016-07-30 16:37;0;0;"You can get a Norovirus just by eating or touching something.";;;;"759488144756527104";https://twitter.com/UTAU_Cacilie/status/759488144756527104
jdgiorgis;2016-07-30 16:23;0;0;"So @JamesMartinSJ shares what Jesuits think about when they have norovirus : "Jesus was fully human." #wydDC pic.twitter.com/aN9d6CJCZm";;@JamesMartinSJ;#wydDC;"759484663400464384";https://twitter.com/jdgiorgis/status/759484663400464384
chucky940704;2016-07-30 16:13;0;0;"Einziger Nachteil. Gesundheitsamt für Vortrag über Norovirus etc . Hoffe er wird besser als in der 9.Klasse #Hope";;;#Hope;"759482111233519616";https://twitter.com/chucky940704/status/759482111233519616
NorovirusNews;2016-07-30 16:09;0;0;"Norovirus Temporarily Closes Mich. Boy Scout Summer Camp - http:// WFMYNews2.com http:// bit.ly/2aEUYIt #norovirus";;;#norovirus;"759481009704275968";https://twitter.com/NorovirusNews/status/759481009704275968
WpgJts1;2016-07-30 16:02;0;1;"@allaboutkelli Good call ... Probably less of a chance of getting E. coli, or norovirus ...";;@allaboutkelli;;"759479249933852676";https://twitter.com/WpgJts1/status/759479249933852676
barleychironda;2016-07-30 15:56;1;0;"Norovirus outbreak forces Royal Bolton Hospital ward closure - http:// goo.gl/alerts/NSYz1 #InfectionPrevention";;;#InfectionPrevention;"759477848604221441";https://twitter.com/barleychironda/status/759477848604221441
MarkvLoosdrecht;2016-07-30 15:49;5;1;"Risk assessment of #norovirus and human #adenovirus in recreational surface waters #waterresearch http://www. sciencedirect.com/science/articl e/pii/S0043135416305620 …";;;#norovirus #adenovirus #waterresearch;"759475958617440256";https://twitter.com/MarkvLoosdrecht/status/759475958617440256
MarkvLoosdrecht;2016-07-30 15:48;4;6;"Human #norovirus in influent and effluents from primary, secondary and tertiary treatment #WWTP #waterresearch http://www. sciencedirect.com/science/articl e/pii/S0043135416305590 …";;;#norovirus #WWTP #waterresearch;"759475718292115457";https://twitter.com/MarkvLoosdrecht/status/759475718292115457
FSTS3787;2016-07-30 15:46;0;0;"HOW TO PREVENT NOROVIRUS IN YOUR RESTAURANT https:// lnkd.in/ehwzG4p";;;;"759475244327313409";https://twitter.com/FSTS3787/status/759475244327313409
PressOfficeEU;2016-07-30 14:18;0;0;"Press Alert: Update on a cluster of Norovirus cases at United Christian Hospital ... http:// bit.ly/2azCDuP";;;;"759453122263592964";https://twitter.com/PressOfficeEU/status/759453122263592964
thesportcoach;2016-07-30 14:10;0;0;"Norovirus confirmed in Boston students who ate at Chipotle http:// tinyurl.com/j2cpjjj";;;;"759451229407752192";https://twitter.com/thesportcoach/status/759451229407752192
