username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
jafetavila30;2016-11-29 18:54;0;0;"joder ... este resfriado ... y ahora con gastritis ... algo mas ? algo mas ? se te quedo algo por mandarme...";;;;"803749051598569473";https://twitter.com/jafetavila30/status/803749051598569473
jessinatalia17;2016-11-29 18:51;1;0;"O me mata la gastritis o el estrés pero de hoy no pasó :(";;;;"803748182811213828";https://twitter.com/jessinatalia17/status/803748182811213828
JesiShawtty;2016-11-29 18:49;0;0;"Y a eso sumale la gastritis , el dia de mierda, el año de mierda, la vida de mierda(?";;;;"803747639032475649";https://twitter.com/JesiShawtty/status/803747639032475649
_giraelsol;2016-11-29 18:47;0;0;"Creo que soy la media naranja de alguien que tiene gastritis y no puede comer cítricos.";;;;"803747201683951616";https://twitter.com/_giraelsol/status/803747201683951616
SiguesTeSigo;2016-11-29 18:45;0;0;"¿Qué pasa si no cuidas tu gastritis ? #SIGUEMEYTESIGO ... http:// tinyurl.com/zmwq9dt";;;#SIGUEMEYTESIGO;"803746625860476928";https://twitter.com/SiguesTeSigo/status/803746625860476928
LadyOfDreamland;2016-11-29 18:38;0;0;"Hola gastritis , estaba muy bien sin vos.";;;;"803745024940703744";https://twitter.com/LadyOfDreamland/status/803745024940703744
vchavez1971;2016-11-29 18:34;23;3;"Remedios Caseros para la Gastritis Cronica con el Jugo de Platano y Patata http:// bit.ly/2gGJAdJ";;;;"803743981515472900";https://twitter.com/vchavez1971/status/803743981515472900
Dyllsc;2016-11-29 18:32;0;0;"Ta buena la gastritis";;;;"803743384640884736";https://twitter.com/Dyllsc/status/803743384640884736
placersexuaI;2016-11-29 18:30;1;3;"Sabías que tomar semen cura la ulcera y gastritis ya que ayuda a fortalecer las paredes del estomago. #TipDeSexo";;;#TipDeSexo;"803742840702390272";https://twitter.com/placersexuaI/status/803742840702390272
elliterally;2016-11-29 18:25;0;0;"Gastritis whyyyyyy";;;;"803741698270445568";https://twitter.com/elliterally/status/803741698270445568
AnnaDelAire;2016-11-29 18:20;0;4;"La cuestión es; que no puedo beber café porque el Dr me lo prohibió. Resulta que a mi gastritis no le gusta...";;;;"803740477593882624";https://twitter.com/AnnaDelAire/status/803740477593882624
new_dwiva;2016-11-29 18:20;1;0;"Gastritis been acting up since yesterday, my stomach couldn't bear to have any food and ironically i have events these 2days God bless me";;;;"803740367271014400";https://twitter.com/new_dwiva/status/803740367271014400
titiilopez;2016-11-29 18:14;0;0;"A mi gastritis nerviosa NO le gusta ésto https:// twitter.com/titilopezmolin a/status/803688092058013696 …";;;;"803738916411101184";https://twitter.com/titiilopez/status/803738916411101184
