username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
AlternativWayNZ;2016-05-30 07:22;0;0;"The effects of alcohol that you should be worried about. It looks like projectile vomiting and explosive diarrhea ... http:// fb.me/2TW25omKx";;;;"737242861368971265";https://twitter.com/AlternativWayNZ/status/737242861368971265
EyeOpeningInfo;2016-05-30 07:22;0;0;"The effects of alcohol that you should be worried about. It looks like projectile vomiting and explosive diarrhea ... http:// fb.me/4PUERPdry";;;;"737242737565704192";https://twitter.com/EyeOpeningInfo/status/737242737565704192
SayNoToBricks;2016-05-30 02:45;1;0;"and it causes vomiting , diarrhea , eye irritation, nausea and disorientation while in the long run it may also cause renal diseases and even.";;;;"737173144071344128";https://twitter.com/SayNoToBricks/status/737173144071344128
TeAwaSchool;2016-05-29 23:20;0;0;"Good afternoon Parents/caregivers There are a number of children who are unwell with vomiting and diarrhea . If... http:// fb.me/7ojKxzegk";;;;"737121396422115328";https://twitter.com/TeAwaSchool/status/737121396422115328
slamthegorebong;2016-05-29 22:46;1;5;"hey everyone, come to Duffys tomorrow, I'm cooking! and I've had severe vomiting and diarrhea for 3 days but they won't let me take it off";;;;"737112952709341184";https://twitter.com/slamthegorebong/status/737112952709341184
emminemms_;2016-05-29 18:34;0;0;"Vomiting and diarrhea for 24 hours now... side effect of losing weight? Jk.";;;;"737049410039775232";https://twitter.com/emminemms_/status/737049410039775232
altman_evan;2016-05-29 14:32;0;0;"Agree with Dr. Fox's answer to "Pains , chills , vomiting , diarrhea , and a rash . Headaches and can't sleep . What ..." - http://htap.u...";;;;"736988676182310913";https://twitter.com/altman_evan/status/736988676182310913
sassy_stec;2016-05-29 11:35;0;0;"be careful what you wish for! I can cause more than just diarrhea and vomiting . I've been known to shut down kidneys!";;;;"736943932903280640";https://twitter.com/sassy_stec/status/736943932903280640
IBSRemedy;2016-05-29 11:04;0;0;"#IBS may have an acute onset and develop after an infectious illness characterized by fever, vomiting , diarrhea , or positive stool culture.";;;#IBS;"736936181078888448";https://twitter.com/IBSRemedy/status/736936181078888448
miaka2u;2016-05-29 06:12;0;1;"I've been in ER allllll night with nausea, vomiting , and diarrhea . Oh boy! This week has been hell.";;;;"736862719043833856";https://twitter.com/miaka2u/status/736862719043833856
farihah_othman;2016-05-29 05:30;0;0;"Symptoms of acute oral iron toxicity Abdominal pain Grey/black vomiting Bloody diarrhea Severe cases - acidosis, cv collapse, coma and death";;;;"736852119790231552";https://twitter.com/farihah_othman/status/736852119790231552
DarleneBard;2016-05-29 03:28;0;0;"Please pray for Adrienne Struthers. She has a fever, vomiting and diarrhea . My poor baby. Daddy brought her home... http:// fb.me/DEp0J1vg";;;;"736821475127222272";https://twitter.com/DarleneBard/status/736821475127222272
