username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Arkeon104;2015-10-30 13:56;0;0;"@abjorntx projectile vomiting and /or explosive diarrhea ?";;@abjorntx;;"660153425481457664";https://twitter.com/Arkeon104/status/660153425481457664
NahrainP;2015-10-30 11:35;2;0;"If you have diarrhea , vomiting and / muscle cramps.. it could be #cholera ..so please go out and try to get medical help ASAP #WHO";;;#cholera #WHO;"660117890633461761";https://twitter.com/NahrainP/status/660117890633461761
yaaas_natittie;2015-10-30 09:29;0;0;"only I would spend all night studying for an exam only to take an hour nap and wake up with nausea, vomiting , and diarrhea";;;;"660086245867978752";https://twitter.com/yaaas_natittie/status/660086245867978752
msparck;2015-10-30 09:18;0;0;"@msparck Smith actually told his customers that nausea, diarrhea and vomiting were all signs that the MMS was working.";;@msparck;;"660083337143451652";https://twitter.com/msparck/status/660083337143451652
ewuwybahiz;2015-10-30 02:04;0;0;"Diarrhea , vomiting and stomach upset are common side effects of taking antibiotics. These… http:// goo.gl/fb/0uznBJ";;;;"659974033992237056";https://twitter.com/ewuwybahiz/status/659974033992237056
Endometriosis11;2015-10-30 02:02;2;1;"Other symptoms include diarrhea or constipation, chronic fatigue, nausea and vomiting , headaches. #Endometriosis";;;#Endometriosis;"659973541446594560";https://twitter.com/Endometriosis11/status/659973541446594560
TheZenOrganizer;2015-10-30 01:20;0;0;"Anyone who has ever had a dog knows: diarrhea happens. And vomiting too. It’s really your dog’s way http:// pinterest.com/pin/1237083209 92180281/ …";;;;"659963083725623296";https://twitter.com/TheZenOrganizer/status/659963083725623296
LAGBombshells;2015-10-29 20:02;0;2;"don't forget vomiting and possible diarrhea https:// twitter.com/cheeraffe/stat us/658820033439662080 …";;;;"659882931771445248";https://twitter.com/LAGBombshells/status/659882931771445248
DedeQuinney;2015-10-29 11:44;0;0;"Vomiting and diarrhea were not part of my plans today #Ugh";;;#Ugh;"659757700075511808";https://twitter.com/DedeQuinney/status/659757700075511808
lpangelrob;2015-10-29 10:19;0;0;""...Smith actually told his customers that nausea, diarrhea and vomiting were all signs that the MMS was working." https:// twitter.com/crampell/statu s/659735206543364096 …";;;;"659736211880353793";https://twitter.com/lpangelrob/status/659736211880353793
AwesomeAndreaa;2015-10-29 09:09;0;0;"Then my poor baby girl got diarrhea , she kept vomiting , and then got a rash cuz of the diarrhea . Poor little lyssa";;;;"659718605748092928";https://twitter.com/AwesomeAndreaa/status/659718605748092928
wholedogTO;2015-10-28 21:57;0;0;"Remember, most of these can be benign - dogs get diarrhea and vomiting quite a bit, they have bad breath... http:// fb.me/7t224pbXt";;;;"659549497979068416";https://twitter.com/wholedogTO/status/659549497979068416
rosagee4;2015-10-28 21:25;0;0;"@_lilybee the vomiting has stopped, and no blood in his diarrhea which is good but he doesn't want to eat";;@_lilybee;;"659541523067879424";https://twitter.com/rosagee4/status/659541523067879424
remorsecode;2015-10-28 19:22;0;2;"Telling stories about your ex is essentially the same thing as telling stories about when you had uncontrollable vomiting and diarrhea";;;;"659510558002167808";https://twitter.com/remorsecode/status/659510558002167808
Saraita101;2015-10-28 17:45;0;0;"@it_aint_kansas Yummy food poisoning. Vomiting and diarrhea the speedy way. Did he ever offer you it to eat?";;@it_aint_kansas;;"659486262643003392";https://twitter.com/Saraita101/status/659486262643003392
