username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
RunningBoardsTR;2015-01-30 12:15;0;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"561211034879668224";https://twitter.com/RunningBoardsTR/status/561211034879668224
DBangs5;2015-01-29 23:48;0;0;"Many people eating #NAC report rashes, wheezing, nausea, vomiting , cramps and diarrhea . (Glutathione, Your key to Health, Dr. Jimmy Gutman).";;;#NAC;"561023226709409793";https://twitter.com/DBangs5/status/561023226709409793
madisonholmes95;2015-01-29 23:23;0;1;"@whitlurmann @redvine vomiting , shaking, muscle aches, sweating and uncontrollable diarrhea";;@whitlurmann @redvine;;"561016857511997440";https://twitter.com/madisonholmes95/status/561016857511997440
TACalderwood;2015-01-29 22:44;0;0;"@acowne63 1/3 of the students have massive amounts of diarrhea and vomiting";;@acowne63;;"561006949324824576";https://twitter.com/TACalderwood/status/561006949324824576
Brandonlo13;2015-01-29 20:06;0;0;"The side effects of my medication is vomiting , diarrhea , lightheadedness, nausea, and dizziness. This is gonna fucking suck.";;;;"560967233934209025";https://twitter.com/Brandonlo13/status/560967233934209025
TooleGavin;2015-01-29 13:56;0;0;"@optich3cz @jud3vill diarrhea because vomiting tastes horrible and you feel like shit after";;@optich3cz @jud3vill;;"560874106472919040";https://twitter.com/TooleGavin/status/560874106472919040
RunningBoardsTR;2015-01-29 13:27;0;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"560866899647815680";https://twitter.com/RunningBoardsTR/status/560866899647815680
DreamofaChild;2015-01-29 11:03;0;0;"From the home: PLEASE PRAY WITH US!! There is an outbreak of diarrhea and vomiting , I have left KIRABO, MARIA,... http:// fb.me/1oIvDGpSS";;;;"560830520184291328";https://twitter.com/DreamofaChild/status/560830520184291328
almohajer1412;2015-01-29 07:57;0;0;"@imo7a_7 ويحصلك constipation حتى يجي الاختبار و يحصلك sever vomiting and diarrhea ....";;@imo7a_7;;"560783904185925632";https://twitter.com/almohajer1412/status/560783904185925632
sassyEnchiladas;2015-01-29 07:21;0;0;"So apparently one of the medicines side affects are: diarrhea ,nausea, vomiting and headaches. Why would I want that?!";;;;"560774617132826624";https://twitter.com/sassyEnchiladas/status/560774617132826624
VirginiaSent;2015-01-29 06:55;0;0;"Stomach bug hits #Farmville college on the rise in RVA http:// j.mp/1ERiW7i #CentralVirginia #diarrheaandvomiting #Gastroenteritis";;;#Farmville #CentralVirginia #diarrheaandvomiting #Gastroenteritis;"560768145195945984";https://twitter.com/VirginiaSent/status/560768145195945984
tabbycat6380;2015-01-29 02:42;0;0;"@mommaharley nausea, vomiting , diarrhea , abdominal pain, fever, headache, malaise, muscle ache, loss of appetite, chills and dehydration.";;@mommaharley;;"560704433995390976";https://twitter.com/tabbycat6380/status/560704433995390976
VirginiaSent;2015-01-28 22:56;0;0;"Stomach bug on the rise #CentralVirginia #diarrheaandvomiting #ElizabethBigelow #Farmville #Gastroenteritis http:// j.mp/1Ljli3d";;;#CentralVirginia #diarrheaandvomiting #ElizabethBigelow #Farmville #Gastroenteritis;"560647735930408960";https://twitter.com/VirginiaSent/status/560647735930408960
ajaisinghrajput;2015-01-28 20:54;0;0;"@thekinshu @AJKumar166 Not only China and Pakistan in Pain!! Arnab! Raveesh, AAP & Congress they all has diarrhea , vomiting and nausea!!";;@thekinshu @AJKumar166;;"560617067624529921";https://twitter.com/ajaisinghrajput/status/560617067624529921
MatthewBowdish;2015-01-28 15:52;3;0;"Furuta: FPIES-potentially life-threatening & profound vomiting , diarrhea , and dehydration due to foods w/neg IgE food allergy testing #WSAAI";;;#WSAAI;"560540937240055808";https://twitter.com/MatthewBowdish/status/560540937240055808
AniMiaOfficial;2015-01-28 14:07;0;7;"Cloud has gone from throwing up everywhere to having diarrhea and missing his litter box. And I thought the vomiting was bad. :(";;;;"560514501838385152";https://twitter.com/AniMiaOfficial/status/560514501838385152
GrundyCountyPH;2015-01-28 10:39;0;0;"Norovirus causes many people to become ill with vomiting and diarrhea each year and it is the most common cause of gastroenteritis in the US";;;;"560462080105381888";https://twitter.com/GrundyCountyPH/status/560462080105381888
RunningBoardsTR;2015-01-28 07:46;1;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"560418563698479104";https://twitter.com/RunningBoardsTR/status/560418563698479104
swagilysanchez;2015-01-27 23:00;0;0;"@_WarTarTar_ He's vomiting and he has diarrhea . ):";;@_WarTarTar_;;"560286384905146368";https://twitter.com/swagilysanchez/status/560286384905146368
Prisma_Lin;2015-01-27 22:39;0;1;"@Frausola actually stomach virus, cause i have a fever, diarrhea and vomiting . Luckly i got pills for it";;@Frausola;;"560280954388770816";https://twitter.com/Prisma_Lin/status/560280954388770816
MahithG;2015-01-27 22:13;0;1;"Symptoms of E. coli : fever, nausea, vomiting , stomach cramps, and bloody diarrhea";;;;"560274338553659392";https://twitter.com/MahithG/status/560274338553659392
Big12Refs;2015-01-27 21:51;36;40;"Side effects of @Big12Refs include vomiting , diarrhea , migraines, fits of rage, and involuntary crying. Please consult your doctor.";;@Big12Refs;;"560268971602366464";https://twitter.com/Big12Refs/status/560268971602366464
JimCramptonWPG;2015-01-27 20:44;0;0;"Ecoli symptoms include low fever, nausea, vomiting , stomach cramps and bloody diarrhea . Y'know, the usual.";;;;"560252062525431809";https://twitter.com/JimCramptonWPG/status/560252062525431809
Delinquenttttt;2015-01-27 18:24;0;0;"side effects of playing all-stars may include:head-ache's vomiting stomach-aches sweating hunger and diarrhea";;;;"560216912966479872";https://twitter.com/Delinquenttttt/status/560216912966479872
jrishel;2015-01-27 13:50;0;0;"@lfaren @bler "fun" fact, diarrhea and vomiting from flu usually only happens in kids. Adults with flu usually have fever/ache/congestion";;@lfaren @bler;;"560147958751305728";https://twitter.com/jrishel/status/560147958751305728
TheProLogic1;2015-01-27 12:11;1;1;"Symptoms of #foodpoisoning are nausea, vomiting , headache, dizziness, abdominal cramps and diarrhea @Gidi_Traffic pic.twitter.com/sQGI7dDgat";;@Gidi_Traffic;#foodpoisoning;"560123036024983552";https://twitter.com/TheProLogic1/status/560123036024983552
HHS_HealthReg2;2015-01-27 10:02;0;0;"Is it Flu or Ebola? #Ebola symptoms include Vomiting and diarrhea develop after 3–6 days, stomach pain, & unexplained bleeding or bruising.";;;#Ebola;"560090417040199683";https://twitter.com/HHS_HealthReg2/status/560090417040199683
trokrn;2015-01-27 09:01;0;0;"やっと帰宅 しかしずっと Vomiting and Diarrhea で飯食えず";;;;"560075102117572608";https://twitter.com/trokrn/status/560075102117572608
RunningBoardsTR;2015-01-27 07:40;1;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"560054837686325249";https://twitter.com/RunningBoardsTR/status/560054837686325249
TheProLogic1;2015-01-27 05:45;0;0;"#foodpoisoning Being #dehydrated means your body has lost too much fluid due to #diarrhea and vomiting @Gidi_Traffic pic.twitter.com/i5CYZBwmu3";;@Gidi_Traffic;#foodpoisoning #dehydrated #diarrhea;"560025889506078720";https://twitter.com/TheProLogic1/status/560025889506078720
TheProLogic1;2015-01-27 04:44;0;0;"#foodpoisoning causes some combination of nausea, vomiting , and #diarrhea that may or may not be bloody @Gidi_Traffic pic.twitter.com/kdTXo8yZud";;@Gidi_Traffic;#foodpoisoning #diarrhea;"560010408514584576";https://twitter.com/TheProLogic1/status/560010408514584576
GlennWiens;2015-01-27 00:44;0;0;"Projectile vomiting and explosive diarrhea . #RuinAWeddingIn5Words @midnight";;@midnight;#RuinAWeddingIn5Words;"559950057194012672";https://twitter.com/GlennWiens/status/559950057194012672
IB3DAREASON;2015-01-27 00:36;0;0;"@nemoosweets diarrhea and vomiting .. She has lil bumps on her back but they say it's nt serious";;@nemoosweets;;"559948157845385217";https://twitter.com/IB3DAREASON/status/559948157845385217
thacker30;2015-01-26 21:21;0;0;"Love coming home from long day of work (as vet tech) to both animals vomiting and one having diarrhea yay me";;;;"559898994063998976";https://twitter.com/thacker30/status/559898994063998976
icris_m;2015-01-26 20:52;0;0;""Side effects of this medication may include: headaches, severe diarrhea , vomiting , hallucinations, sterility and . death"";;;;"559891561828614144";https://twitter.com/icris_m/status/559891561828614144
lotyslove;2015-01-26 20:48;0;0;"You don't go to work in serious pain, bleeding like the dickens, cramps, gas, bloating, diarrhea , vomiting & emotional and STILL perform.";;;;"559890630546313216";https://twitter.com/lotyslove/status/559890630546313216
Cameron2Lane;2015-01-26 20:21;0;0;"Nothing like spending a Monday night at the emergency vet with a golden doodle suffering from vomiting and explosive diarrhea .";;;;"559883753313812482";https://twitter.com/Cameron2Lane/status/559883753313812482
ChrisPDominguez;2015-01-26 18:31;0;0;"Is anybody for Mater Lakes experiencing stomach pain, diarrhea , and possibly vomiting ?";;;;"559856120651874304";https://twitter.com/ChrisPDominguez/status/559856120651874304
CinndyMarriee;2015-01-26 17:46;0;2;"Leon greeted me by spreading his diarrhea all over the floor and then vomiting . I'm starting to think I'm cursed.";;;;"559844908924559360";https://twitter.com/CinndyMarriee/status/559844908924559360
RunningBoardsTR;2015-01-26 17:38;0;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"559842722497191936";https://twitter.com/RunningBoardsTR/status/559842722497191936
Touchdown_Store;2015-01-26 16:42;0;0;"Beware everyone there is a v. nasty virus going around Crewe area incredibly painful vomiting /wretching and diarrhea . Similar to Norovirus";;;;"559828664226172928";https://twitter.com/Touchdown_Store/status/559828664226172928
AlcoholAgainst;2015-01-26 15:24;0;0;"Some short term effects of alcohol are slurred speech, drowsiness, vomiting , diarrhea , upset stomach, headaches, and breathing difficulties.";;;;"559809222016503810";https://twitter.com/AlcoholAgainst/status/559809222016503810
shadiahzulkifli;2015-01-26 14:56;0;0;"Protein synthesis inhibitor semua not OTC and smua 3 serangkai; nausea vomiting diarrhea";;;;"559802109541879808";https://twitter.com/shadiahzulkifli/status/559802109541879808
Hariharan199;2015-01-26 12:35;0;0;"@Harris_Pereira u can leave, call your parents. especially at this time and tell them that you are vomiting and having diarrhea .";;@Harris_Pereira;;"559766582897803264";https://twitter.com/Hariharan199/status/559766582897803264
MsMaryMakk;2015-01-26 09:55;0;0;"We have a restless night last night. Omari was vomiting and had diarrhea all night and got placed... http://www. gofundme.com/as2tg8?pc=tw_u";;;;"559726444201271297";https://twitter.com/MsMaryMakk/status/559726444201271297
hflorence16;2015-01-26 08:55;0;1;"One baby with diarrhea , one child vomiting and one huge snow storm to drive home in";;;;"559711178524721153";https://twitter.com/hflorence16/status/559711178524721153
xoxo_itsmejhen;2015-01-26 07:25;0;0;"I wasnt able to attend school and cheerdance practice today due to vomiting and diarrhea and severe stomach pain. Thanks God i am Ok now.";;;;"559688587630092288";https://twitter.com/xoxo_itsmejhen/status/559688587630092288
marcusskj;2015-01-26 05:40;0;0;"5 days of diarrhea and vomiting , time to gym !!!!";;;;"559662124125790208";https://twitter.com/marcusskj/status/559662124125790208
vaughnarito;2015-01-26 03:42;0;0;"There is a sickness going around, whe come with vomiting and diarrhea . Worst thing ever";;;;"559632575493586945";https://twitter.com/vaughnarito/status/559632575493586945
BaselThe2nd;2015-01-26 00:08;0;0;"Need to pull at least a half-nighter. Food poisoning culminates in diarrhea and vomiting . Perfect timing!";;;;"559578556267642881";https://twitter.com/BaselThe2nd/status/559578556267642881
DoctorSammyU;2015-01-26 00:01;0;0;"Nausea, Vomiting , Diarrhea ? Its a GI bug and here is how to keep yourself safe https:// lnkd.in/bSfXBYy";;;;"559576806156546048";https://twitter.com/DoctorSammyU/status/559576806156546048
lamSanjayGupta;2015-01-26 00:00;0;0;"Hepatitis symptoms don't always occur, but when they do: loss of appetite, nausea & vomiting , diarrhea , stomach pain, and jaundice";;;;"559576518695735296";https://twitter.com/lamSanjayGupta/status/559576518695735296
kinnyboo;2015-01-25 22:58;0;0;"@YungGawddess he keeps vomiting and diarrhea hoping it's just something minor";;@YungGawddess;;"559561107744886784";https://twitter.com/kinnyboo/status/559561107744886784
irrizzystible;2015-01-25 21:41;0;0;"@NanoDekno diarrhea and vomiting dh 4 hari time tu. But blood and urine test came out fineee. So diorg ckp virus je";;@NanoDekno;;"559541701702721536";https://twitter.com/irrizzystible/status/559541701702721536
evphoriant;2015-01-25 19:12;0;0;"@bonesandleather Stomach flu, everyone I know has had it so far. Expect vomiting and diarrhea take care of yaself and feel better though";;@bonesandleather;;"559504087340056576";https://twitter.com/evphoriant/status/559504087340056576
kwatt;2015-01-25 18:41;0;1;"Orly? “ @mnhealth : If you have vomiting and diarrhea , stay home and don't prepare food for other people. http:// ow.ly/HRqOi ”";;@mnhealth;;"559496286857338880";https://twitter.com/kwatt/status/559496286857338880
mnhealth;2015-01-25 17:55;3;2;"If you have vomiting and diarrhea , stay home and don't prepare food for other people. http:// ow.ly/HRqOi #norovirus";;;#norovirus;"559484644421533696";https://twitter.com/mnhealth/status/559484644421533696
RunningBoardsTR;2015-01-25 10:15;0;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"559369021569916928";https://twitter.com/RunningBoardsTR/status/559369021569916928
irrizzystible;2015-01-25 08:55;0;0;"@mfka27 diarrhea and vomiting dh 4 hari. But doc said virus jee. Dh balik punn but suckss sakit";;@mfka27;;"559348719619821568";https://twitter.com/irrizzystible/status/559348719619821568
EPSFmans;2015-01-25 08:02;0;0;"A migraine headache can lead to feelings of nausea, diarrhea and vomiting . #EPSF_Mans";;;#EPSF_Mans;"559335574910554113";https://twitter.com/EPSFmans/status/559335574910554113
irrizzystible;2015-01-25 06:46;0;0;"@Izzati_Rashid diarrhea and vomiting dh 4 hari. Aha ok je just nk amik blood and urine test";;@Izzati_Rashid;;"559316297150758913";https://twitter.com/irrizzystible/status/559316297150758913
irrizzystible;2015-01-25 06:15;0;0;"@ciscake diarrhea and vomiting for 4 days alrdy haha. Friends gave me meds bt theyre nt workinggg so tunggu blood test je ni";;@ciscake;;"559308624552394753";https://twitter.com/irrizzystible/status/559308624552394753
irrizzystible;2015-01-25 04:34;0;0;"@___4th diarrhea and vomiting for 4 days dh doh haha. Kwn i bg ubat semua tk jalan. So skrg check darah and urine for virus";;@___4th;;"559283281439367169";https://twitter.com/irrizzystible/status/559283281439367169
irrizzystible;2015-01-25 04:33;0;0;"@asiakmrza diarrhea and vomiting lol. For 4 days straight.";;@asiakmrza;;"559283019484102656";https://twitter.com/irrizzystible/status/559283019484102656
MsAmbitchous;2015-01-25 01:04;0;0;"@Still_SEAsing it could be her diet.. Some cats have sensitive tummies or allergies that can cause vomiting and /or diarrhea";;@Still_SEAsing;;"559230224198819840";https://twitter.com/MsAmbitchous/status/559230224198819840
The_Pet_ER;2015-01-24 22:40;0;0;"Any dog owner knows that vomiting and /or diarrhea occasionally happen. With IBD, the vomiting and /or diarrhea ... http:// fb.me/1MkBO3AXG";;;;"559194008388263936";https://twitter.com/The_Pet_ER/status/559194008388263936
fayettefcar;2015-01-24 21:37;0;0;"Biff update: We had to take him back to the vet yesterday because he was having diarrhea , vomiting and he wasn't... http:// fb.me/7eYz0SVXS";;;;"559178296194502658";https://twitter.com/fayettefcar/status/559178296194502658
LuvUrCat;2015-01-24 17:05;0;0;"Cat "distemper" is caused by the Feline panleukopenia virus and can cause fever, vomiting , diarrhea and dehydration.";;;;"559109774475030528";https://twitter.com/LuvUrCat/status/559109774475030528
carlyalicia22;2015-01-24 16:09;0;0;"On my third assigned reading about diarrhea and vomiting .. I think I get it now.. #enough #nursingschoolproblems";;;#enough #nursingschoolproblems;"559095713830014976";https://twitter.com/carlyalicia22/status/559095713830014976
mickgunkelly;2015-01-24 16:02;0;0;"And eating a gram of that stuff alone can cause fainting, nausea, fever, vomiting , diarrhea , and possibly death.";;;;"559093860258029569";https://twitter.com/mickgunkelly/status/559093860258029569
Trinaty;2015-01-24 12:50;0;0;"#GLUTEN Basically, most doctors are taught to look for severe diarrhea and vomiting in children who may be gluten sensitive...";;;#GLUTEN;"559045503800053760";https://twitter.com/Trinaty/status/559045503800053760
RunningBoardsTR;2015-01-24 10:11;0;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"559005557936619520";https://twitter.com/RunningBoardsTR/status/559005557936619520
emsauceee;2015-01-24 08:05;0;3;"Other than vomiting and diarrhea I'm self diagnoising myself with ebola.";;;;"558973861262557184";https://twitter.com/emsauceee/status/558973861262557184
AileeFadzlee;2015-01-24 00:40;0;0;"@yuno64114 ㅋㅋ it's okay. Me? I'm not feeling very well today. I keep vomiting and having diarrhea T-T how about u ?";;@yuno64114;;"558861776159121410";https://twitter.com/AileeFadzlee/status/558861776159121410
MSportak;2015-01-23 23:57;0;0;"Does it not seem odd that the common side effects of Tamiflu is nausea, diarrhea , and vomiting ? Defeats taking a pill to prevent the flu!";;;;"558851120588546049";https://twitter.com/MSportak/status/558851120588546049
IPoVC;2015-01-23 23:22;0;0;""“With it causing diarrhea and vomiting and all that fun stuff that comes with babies,” said Stephanie Sandnes,... http:// fb.me/2MN0hJTRG";;;;"558842272763363328";https://twitter.com/IPoVC/status/558842272763363328
tracyreally;2015-01-23 17:47;0;1;"Middle school friend's birthday is today; she put on Facebook that she woke up sick and has had vomiting and diarrhea . #diarrheaonFacebook";;;#diarrheaonFacebook;"558758062149091328";https://twitter.com/tracyreally/status/558758062149091328
deannafooreal;2015-01-23 17:44;0;1;"@MsMingusReedus Nausea, vomiting , diarrhea , aches, fever and chills are the most common symptoms for flu";;@MsMingusReedus;;"558757125263212544";https://twitter.com/deannafooreal/status/558757125263212544
whatteddidnext;2015-01-23 15:38;0;0;"Symptoms of liver shunts include seizures, diarrhea , vomiting , disorientation, stupor, lethargy, and kidney stones. Promoting awareness.";;;;"558725520549224449";https://twitter.com/whatteddidnext/status/558725520549224449
allknowingnat;2015-01-23 14:51;0;0;"@MissWhyGod The nice way of saying gas, vomiting , and diarrhea .";;@MissWhyGod;;"558713538215411714";https://twitter.com/allknowingnat/status/558713538215411714
no_more_pain2;2015-01-23 09:55;0;0;"Overdosing on Vitamins causes: vomiting diarrhea dizziness ringing in the ears insomnia abnormal bone growth liver damage and other issues";;;;"558639177928286209";https://twitter.com/no_more_pain2/status/558639177928286209
RunningBoardsTR;2015-01-23 08:30;0;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"558617739510947841";https://twitter.com/RunningBoardsTR/status/558617739510947841
quietlylost;2015-01-22 20:25;0;0;"@Whatthefuck_ @MattWWeir The two phrases I heard the most today were "projectile vomiting " and "explosive diarrhea ."";;@Whatthefuck_ @MattWWeir;;"558435277870362624";https://twitter.com/quietlylost/status/558435277870362624
jazlyn1998;2015-01-22 16:37;0;0;"i apparently have a stomach virus that makes u have diarrhea and vomiting fuck yeah";;;;"558378008005058561";https://twitter.com/jazlyn1998/status/558378008005058561
ForsterBryan;2015-01-22 12:30;0;0;"So there are 5 lbs bags of Haribo Sugar Free Gummy Bears and apparently they give you some bad diarrhea and vomiting *grins evilly*";;;;"558315829247217664";https://twitter.com/ForsterBryan/status/558315829247217664
Prince_Feehily;2015-01-22 11:22;0;0;"Diarrhea and vomiting ing~ :(~";;;;"558298687378452480";https://twitter.com/Prince_Feehily/status/558298687378452480
evelynandroux;2015-01-22 10:47;0;1;"Polio 5 to 10% of people have minor symptoms such as: fever, headache, vomiting , diarrhea , neck stiffness and pains in the arms and legs.";;;;"558289760716746752";https://twitter.com/evelynandroux/status/558289760716746752
avwater;2015-01-22 09:39;0;0;"Since vomiting and diarrhea go hand in hand with the nausea feeling, this ailment also contributes greatly to dehydration. #stayhydrated";;;#stayhydrated;"558272834628493312";https://twitter.com/avwater/status/558272834628493312
RunningBoardsTR;2015-01-22 08:01;2;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"558248099836338176";https://twitter.com/RunningBoardsTR/status/558248099836338176
SheenaBieber_;2015-01-22 07:19;0;0;"Yep still having that stupid diarrhea . And still felt like vomiting and dizzy I'm hungry I want to eaaaaat";;;;"558237429493018624";https://twitter.com/SheenaBieber_/status/558237429493018624
DogTreatBaker;2015-01-22 05:15;0;0;"Dog treat concerns: Kate Anderton says her dog, Emma, began vomiting , had severe diarrhea and ... Representati... http:// bit.ly/1CigVBN";;;;"558206358374211584";https://twitter.com/DogTreatBaker/status/558206358374211584
haikuthenoo;2015-01-22 03:29;0;0;"@AlysFowler The projectile vomiting and explosive diarrhea tends to take the edge off the decadence.";;@AlysFowler;;"558179522982735873";https://twitter.com/haikuthenoo/status/558179522982735873
ItsKilianMurphy;2015-01-22 01:25;0;0;"(cont.) pain in the lower back and thighs, nausea, vomiting , sweating, dizziness, diarrhea , constipation, bloating, headaches and ...";;;;"558148430674296833";https://twitter.com/ItsKilianMurphy/status/558148430674296833
leviste_rain;2015-01-22 00:45;0;0;"Im taking tetracycline and side effects are diarrhea , vomiting and anorexia i'm dead";;;;"558138372666191872";https://twitter.com/leviste_rain/status/558138372666191872
JordanNance1;2015-01-21 23:38;0;4;"My poor babies , Wyatt is on antibiotics and now Addie has started vomiting and diarrhea ... Prayers greatly... http:// fb.me/1As2potyE";;;;"558121403648868352";https://twitter.com/JordanNance1/status/558121403648868352
RunningBoardsTR;2015-01-21 19:08;0;0;"Within an hour the person would begin vomiting and have diarrhea . #kindle #scifi http:// amzn.to/1pa8we6";;;#kindle #scifi;"558053461351485440";https://twitter.com/RunningBoardsTR/status/558053461351485440
